time, object, center-x, center-y, radius, half-width, half-height
1,goal,50,300,,50,300.0
1,upper-wall,475,25,,10,150.0
1,lower-wall,795,345,,10,150.0
1,A,449,75,30,,
1,B,625,598,30,,
1,paddle,687,237,,0,0
2,goal,50,300,,50,300.0
2,upper-wall,475,25,,10,150.0
2,lower-wall,795,345,,10,150.0
2,A,449,75,30,,
2,B,625,597,30,,
2,paddle,687,237,,0,0
3,goal,50,300,,50,300.0
3,upper-wall,475,25,,10,150.0
3,lower-wall,795,345,,10,150.0
3,A,448,75,30,,
3,B,625,595,30,,
3,paddle,687,237,,0,0
4,goal,50,300,,50,300.0
4,upper-wall,475,25,,10,150.0
4,lower-wall,795,345,,10,150.0
4,A,448,75,30,,
4,B,625,593,30,,
4,paddle,687,237,,0,0
5,goal,50,300,,50,300.0
5,upper-wall,475,25,,10,150.0
5,lower-wall,795,345,,10,150.0
5,A,447,75,30,,
5,B,625,591,30,,
5,paddle,687,237,,0,0
6,goal,50,300,,50,300.0
6,upper-wall,475,25,,10,150.0
6,lower-wall,795,345,,10,150.0
6,A,446,75,30,,
6,B,625,590,30,,
6,paddle,687,237,,0,0
7,goal,50,300,,50,300.0
7,upper-wall,475,25,,10,150.0
7,lower-wall,795,345,,10,150.0
7,A,446,75,30,,
7,B,625,588,30,,
7,paddle,687,237,,0,0
8,goal,50,300,,50,300.0
8,upper-wall,475,25,,10,150.0
8,lower-wall,795,345,,10,150.0
8,A,445,75,30,,
8,B,625,586,30,,
8,paddle,687,237,,0,0
9,goal,50,300,,50,300.0
9,upper-wall,475,25,,10,150.0
9,lower-wall,795,345,,10,150.0
9,A,444,75,30,,
9,B,625,585,30,,
9,paddle,687,237,,0,0
10,goal,50,300,,50,300.0
10,upper-wall,475,25,,10,150.0
10,lower-wall,795,345,,10,150.0
10,A,444,75,30,,
10,B,625,583,30,,
10,paddle,687,237,,0,0
11,goal,50,300,,50,300.0
11,upper-wall,475,25,,10,150.0
11,lower-wall,795,345,,10,150.0
11,A,443,75,30,,
11,B,625,581,30,,
11,paddle,687,237,,0,0
12,goal,50,300,,50,300.0
12,upper-wall,475,25,,10,150.0
12,lower-wall,795,345,,10,150.0
12,A,443,75,30,,
12,B,625,580,30,,
12,paddle,687,237,,0,0
13,goal,50,300,,50,300.0
13,upper-wall,475,25,,10,150.0
13,lower-wall,795,345,,10,150.0
13,A,442,75,30,,
13,B,625,578,30,,
13,paddle,687,237,,0,0
14,goal,50,300,,50,300.0
14,upper-wall,475,25,,10,150.0
14,lower-wall,795,345,,10,150.0
14,A,441,75,30,,
14,B,625,576,30,,
14,paddle,687,237,,0,0
15,goal,50,300,,50,300.0
15,upper-wall,475,25,,10,150.0
15,lower-wall,795,345,,10,150.0
15,A,441,75,30,,
15,B,625,574,30,,
15,paddle,687,237,,0,0
16,goal,50,300,,50,300.0
16,upper-wall,475,25,,10,150.0
16,lower-wall,795,345,,10,150.0
16,A,440,75,30,,
16,B,625,573,30,,
16,paddle,687,237,,0,0
17,goal,50,300,,50,300.0
17,upper-wall,475,25,,10,150.0
17,lower-wall,795,345,,10,150.0
17,A,439,75,30,,
17,B,625,571,30,,
17,paddle,687,237,,0,0
18,goal,50,300,,50,300.0
18,upper-wall,475,25,,10,150.0
18,lower-wall,795,345,,10,150.0
18,A,439,75,30,,
18,B,625,569,30,,
18,paddle,687,237,,0,0
19,goal,50,300,,50,300.0
19,upper-wall,475,25,,10,150.0
19,lower-wall,795,345,,10,150.0
19,A,438,75,30,,
19,B,625,568,30,,
19,paddle,687,237,,0,0
20,goal,50,300,,50,300.0
20,upper-wall,475,25,,10,150.0
20,lower-wall,795,345,,10,150.0
20,A,438,75,30,,
20,B,625,566,30,,
20,paddle,687,237,,0,0
21,goal,50,300,,50,300.0
21,upper-wall,475,25,,10,150.0
21,lower-wall,795,345,,10,150.0
21,A,437,75,30,,
21,B,625,564,30,,
21,paddle,687,237,,0,0
22,goal,50,300,,50,300.0
22,upper-wall,475,25,,10,150.0
22,lower-wall,795,345,,10,150.0
22,A,436,75,30,,
22,B,625,563,30,,
22,paddle,687,237,,0,0
23,goal,50,300,,50,300.0
23,upper-wall,475,25,,10,150.0
23,lower-wall,795,345,,10,150.0
23,A,436,75,30,,
23,B,625,561,30,,
23,paddle,687,237,,0,0
24,goal,50,300,,50,300.0
24,upper-wall,475,25,,10,150.0
24,lower-wall,795,345,,10,150.0
24,A,435,75,30,,
24,B,625,559,30,,
24,paddle,687,237,,0,0
25,goal,50,300,,50,300.0
25,upper-wall,475,25,,10,150.0
25,lower-wall,795,345,,10,150.0
25,A,434,75,30,,
25,B,625,557,30,,
25,paddle,687,237,,0,0
26,goal,50,300,,50,300.0
26,upper-wall,475,25,,10,150.0
26,lower-wall,795,345,,10,150.0
26,A,434,75,30,,
26,B,625,556,30,,
26,paddle,687,237,,0,0
27,goal,50,300,,50,300.0
27,upper-wall,475,25,,10,150.0
27,lower-wall,795,345,,10,150.0
27,A,433,75,30,,
27,B,625,554,30,,
27,paddle,687,237,,0,0
28,goal,50,300,,50,300.0
28,upper-wall,475,25,,10,150.0
28,lower-wall,795,345,,10,150.0
28,A,433,75,30,,
28,B,625,552,30,,
28,paddle,687,237,,0,0
29,goal,50,300,,50,300.0
29,upper-wall,475,25,,10,150.0
29,lower-wall,795,345,,10,150.0
29,A,432,75,30,,
29,B,625,551,30,,
29,paddle,687,237,,0,0
30,goal,50,300,,50,300.0
30,upper-wall,475,25,,10,150.0
30,lower-wall,795,345,,10,150.0
30,A,431,75,30,,
30,B,625,549,30,,
30,paddle,687,237,,0,0
31,goal,50,300,,50,300.0
31,upper-wall,475,25,,10,150.0
31,lower-wall,795,345,,10,150.0
31,A,431,75,30,,
31,B,625,547,30,,
31,paddle,687,237,,0,0
32,goal,50,300,,50,300.0
32,upper-wall,475,25,,10,150.0
32,lower-wall,795,345,,10,150.0
32,A,430,75,30,,
32,B,625,546,30,,
32,paddle,687,237,,0,0
33,goal,50,300,,50,300.0
33,upper-wall,475,25,,10,150.0
33,lower-wall,795,345,,10,150.0
33,A,430,75,30,,
33,B,625,544,30,,
33,paddle,687,237,,0,0
34,goal,50,300,,50,300.0
34,upper-wall,475,25,,10,150.0
34,lower-wall,795,345,,10,150.0
34,A,429,75,30,,
34,B,625,542,30,,
34,paddle,687,237,,0,0
35,goal,50,300,,50,300.0
35,upper-wall,475,25,,10,150.0
35,lower-wall,795,345,,10,150.0
35,A,428,75,30,,
35,B,625,540,30,,
35,paddle,687,237,,0,0
36,goal,50,300,,50,300.0
36,upper-wall,475,25,,10,150.0
36,lower-wall,795,345,,10,150.0
36,A,428,75,30,,
36,B,625,539,30,,
36,paddle,687,237,,0,0
37,goal,50,300,,50,300.0
37,upper-wall,475,25,,10,150.0
37,lower-wall,795,345,,10,150.0
37,A,427,75,30,,
37,B,625,537,30,,
37,paddle,687,237,,0,0
38,goal,50,300,,50,300.0
38,upper-wall,475,25,,10,150.0
38,lower-wall,795,345,,10,150.0
38,A,426,75,30,,
38,B,625,535,30,,
38,paddle,687,237,,0,0
39,goal,50,300,,50,300.0
39,upper-wall,475,25,,10,150.0
39,lower-wall,795,345,,10,150.0
39,A,426,75,30,,
39,B,625,534,30,,
39,paddle,687,237,,0,0
40,goal,50,300,,50,300.0
40,upper-wall,475,25,,10,150.0
40,lower-wall,795,345,,10,150.0
40,A,425,75,30,,
40,B,625,532,30,,
40,paddle,687,237,,0,0
41,goal,50,300,,50,300.0
41,upper-wall,475,25,,10,150.0
41,lower-wall,795,345,,10,150.0
41,A,425,75,30,,
41,B,625,530,30,,
41,paddle,687,237,,0,0
42,goal,50,300,,50,300.0
42,upper-wall,475,25,,10,150.0
42,lower-wall,795,345,,10,150.0
42,A,424,75,30,,
42,B,625,529,30,,
42,paddle,687,237,,0,0
43,goal,50,300,,50,300.0
43,upper-wall,475,25,,10,150.0
43,lower-wall,795,345,,10,150.0
43,A,423,75,30,,
43,B,625,527,30,,
43,paddle,687,237,,0,0
44,goal,50,300,,50,300.0
44,upper-wall,475,25,,10,150.0
44,lower-wall,795,345,,10,150.0
44,A,423,75,30,,
44,B,625,525,30,,
44,paddle,687,237,,0,0
45,goal,50,300,,50,300.0
45,upper-wall,475,25,,10,150.0
45,lower-wall,795,345,,10,150.0
45,A,422,75,30,,
45,B,625,523,30,,
45,paddle,687,237,,0,0
46,goal,50,300,,50,300.0
46,upper-wall,475,25,,10,150.0
46,lower-wall,795,345,,10,150.0
46,A,421,75,30,,
46,B,625,522,30,,
46,paddle,687,237,,0,0
47,goal,50,300,,50,300.0
47,upper-wall,475,25,,10,150.0
47,lower-wall,795,345,,10,150.0
47,A,421,75,30,,
47,B,625,520,30,,
47,paddle,687,237,,0,0
48,goal,50,300,,50,300.0
48,upper-wall,475,25,,10,150.0
48,lower-wall,795,345,,10,150.0
48,A,420,75,30,,
48,B,625,518,30,,
48,paddle,687,237,,0,0
49,goal,50,300,,50,300.0
49,upper-wall,475,25,,10,150.0
49,lower-wall,795,345,,10,150.0
49,A,420,75,30,,
49,B,625,517,30,,
49,paddle,687,237,,0,0
50,goal,50,300,,50,300.0
50,upper-wall,475,25,,10,150.0
50,lower-wall,795,345,,10,150.0
50,A,419,75,30,,
50,B,625,515,30,,
50,paddle,687,237,,0,0
51,goal,50,300,,50,300.0
51,upper-wall,475,25,,10,150.0
51,lower-wall,795,345,,10,150.0
51,A,418,75,30,,
51,B,625,513,30,,
51,paddle,687,237,,0,0
52,goal,50,300,,50,300.0
52,upper-wall,475,25,,10,150.0
52,lower-wall,795,345,,10,150.0
52,A,418,75,30,,
52,B,625,512,30,,
52,paddle,687,237,,0,0
53,goal,50,300,,50,300.0
53,upper-wall,475,25,,10,150.0
53,lower-wall,795,345,,10,150.0
53,A,417,75,30,,
53,B,625,510,30,,
53,paddle,687,237,,0,0
54,goal,50,300,,50,300.0
54,upper-wall,475,25,,10,150.0
54,lower-wall,795,345,,10,150.0
54,A,417,75,30,,
54,B,625,508,30,,
54,paddle,687,237,,0,0
55,goal,50,300,,50,300.0
55,upper-wall,475,25,,10,150.0
55,lower-wall,795,345,,10,150.0
55,A,416,75,30,,
55,B,625,506,30,,
55,paddle,687,237,,0,0
56,goal,50,300,,50,300.0
56,upper-wall,475,25,,10,150.0
56,lower-wall,795,345,,10,150.0
56,A,415,75,30,,
56,B,625,505,30,,
56,paddle,687,237,,0,0
57,goal,50,300,,50,300.0
57,upper-wall,475,25,,10,150.0
57,lower-wall,795,345,,10,150.0
57,A,415,75,30,,
57,B,625,503,30,,
57,paddle,687,237,,0,0
58,goal,50,300,,50,300.0
58,upper-wall,475,25,,10,150.0
58,lower-wall,795,345,,10,150.0
58,A,414,75,30,,
58,B,625,501,30,,
58,paddle,687,237,,0,0
59,goal,50,300,,50,300.0
59,upper-wall,475,25,,10,150.0
59,lower-wall,795,345,,10,150.0
59,A,413,75,30,,
59,B,625,500,30,,
59,paddle,687,237,,0,0
60,goal,50,300,,50,300.0
60,upper-wall,475,25,,10,150.0
60,lower-wall,795,345,,10,150.0
60,A,413,75,30,,
60,B,625,498,30,,
60,paddle,687,237,,0,0
61,goal,50,300,,50,300.0
61,upper-wall,475,25,,10,150.0
61,lower-wall,795,345,,10,150.0
61,A,412,75,30,,
61,B,625,496,30,,
61,paddle,687,237,,0,0
62,goal,50,300,,50,300.0
62,upper-wall,475,25,,10,150.0
62,lower-wall,795,345,,10,150.0
62,A,412,75,30,,
62,B,625,495,30,,
62,paddle,687,237,,0,0
63,goal,50,300,,50,300.0
63,upper-wall,475,25,,10,150.0
63,lower-wall,795,345,,10,150.0
63,A,411,75,30,,
63,B,625,493,30,,
63,paddle,687,237,,0,0
64,goal,50,300,,50,300.0
64,upper-wall,475,25,,10,150.0
64,lower-wall,795,345,,10,150.0
64,A,410,75,30,,
64,B,625,491,30,,
64,paddle,687,237,,0,0
65,goal,50,300,,50,300.0
65,upper-wall,475,25,,10,150.0
65,lower-wall,795,345,,10,150.0
65,A,410,75,30,,
65,B,625,489,30,,
65,paddle,687,237,,0,0
66,goal,50,300,,50,300.0
66,upper-wall,475,25,,10,150.0
66,lower-wall,795,345,,10,150.0
66,A,409,75,30,,
66,B,625,488,30,,
66,paddle,687,237,,0,0
67,goal,50,300,,50,300.0
67,upper-wall,475,25,,10,150.0
67,lower-wall,795,345,,10,150.0
67,A,408,75,30,,
67,B,625,486,30,,
67,paddle,687,237,,0,0
68,goal,50,300,,50,300.0
68,upper-wall,475,25,,10,150.0
68,lower-wall,795,345,,10,150.0
68,A,408,75,30,,
68,B,625,484,30,,
68,paddle,687,237,,0,0
69,goal,50,300,,50,300.0
69,upper-wall,475,25,,10,150.0
69,lower-wall,795,345,,10,150.0
69,A,407,75,30,,
69,B,625,483,30,,
69,paddle,687,237,,0,0
70,goal,50,300,,50,300.0
70,upper-wall,475,25,,10,150.0
70,lower-wall,795,345,,10,150.0
70,A,407,75,30,,
70,B,625,481,30,,
70,paddle,687,237,,0,0
71,goal,50,300,,50,300.0
71,upper-wall,475,25,,10,150.0
71,lower-wall,795,345,,10,150.0
71,A,406,75,30,,
71,B,625,479,30,,
71,paddle,687,237,,0,0
72,goal,50,300,,50,300.0
72,upper-wall,475,25,,10,150.0
72,lower-wall,795,345,,10,150.0
72,A,405,75,30,,
72,B,625,478,30,,
72,paddle,687,237,,0,0
73,goal,50,300,,50,300.0
73,upper-wall,475,25,,10,150.0
73,lower-wall,795,345,,10,150.0
73,A,405,75,30,,
73,B,625,476,30,,
73,paddle,687,237,,0,0
74,goal,50,300,,50,300.0
74,upper-wall,475,25,,10,150.0
74,lower-wall,795,345,,10,150.0
74,A,404,75,30,,
74,B,625,474,30,,
74,paddle,687,237,,0,0
75,goal,50,300,,50,300.0
75,upper-wall,475,25,,10,150.0
75,lower-wall,795,345,,10,150.0
75,A,403,75,30,,
75,B,625,472,30,,
75,paddle,687,237,,0,0
76,goal,50,300,,50,300.0
76,upper-wall,475,25,,10,150.0
76,lower-wall,795,345,,10,150.0
76,A,403,75,30,,
76,B,625,471,30,,
76,paddle,687,237,,0,0
77,goal,50,300,,50,300.0
77,upper-wall,475,25,,10,150.0
77,lower-wall,795,345,,10,150.0
77,A,402,75,30,,
77,B,625,469,30,,
77,paddle,687,237,,0,0
78,goal,50,300,,50,300.0
78,upper-wall,475,25,,10,150.0
78,lower-wall,795,345,,10,150.0
78,A,402,75,30,,
78,B,625,467,30,,
78,paddle,687,237,,0,0
79,goal,50,300,,50,300.0
79,upper-wall,475,25,,10,150.0
79,lower-wall,795,345,,10,150.0
79,A,401,75,30,,
79,B,625,466,30,,
79,paddle,687,237,,0,0
80,goal,50,300,,50,300.0
80,upper-wall,475,25,,10,150.0
80,lower-wall,795,345,,10,150.0
80,A,400,75,30,,
80,B,625,464,30,,
80,paddle,687,237,,0,0
81,goal,50,300,,50,300.0
81,upper-wall,475,25,,10,150.0
81,lower-wall,795,345,,10,150.0
81,A,400,75,30,,
81,B,625,462,30,,
81,paddle,687,237,,0,0
82,goal,50,300,,50,300.0
82,upper-wall,475,25,,10,150.0
82,lower-wall,795,345,,10,150.0
82,A,399,75,30,,
82,B,625,461,30,,
82,paddle,687,237,,0,0
83,goal,50,300,,50,300.0
83,upper-wall,475,25,,10,150.0
83,lower-wall,795,345,,10,150.0
83,A,399,75,30,,
83,B,625,459,30,,
83,paddle,687,237,,0,0
84,goal,50,300,,50,300.0
84,upper-wall,475,25,,10,150.0
84,lower-wall,795,345,,10,150.0
84,A,398,75,30,,
84,B,625,457,30,,
84,paddle,687,237,,0,0
85,goal,50,300,,50,300.0
85,upper-wall,475,25,,10,150.0
85,lower-wall,795,345,,10,150.0
85,A,397,75,30,,
85,B,625,455,30,,
85,paddle,687,237,,0,0
86,goal,50,300,,50,300.0
86,upper-wall,475,25,,10,150.0
86,lower-wall,795,345,,10,150.0
86,A,397,75,30,,
86,B,625,454,30,,
86,paddle,687,237,,0,0
87,goal,50,300,,50,300.0
87,upper-wall,475,25,,10,150.0
87,lower-wall,795,345,,10,150.0
87,A,396,75,30,,
87,B,625,452,30,,
87,paddle,687,237,,0,0
88,goal,50,300,,50,300.0
88,upper-wall,475,25,,10,150.0
88,lower-wall,795,345,,10,150.0
88,A,395,75,30,,
88,B,625,450,30,,
88,paddle,687,237,,0,0
89,goal,50,300,,50,300.0
89,upper-wall,475,25,,10,150.0
89,lower-wall,795,345,,10,150.0
89,A,395,75,30,,
89,B,625,449,30,,
89,paddle,687,237,,0,0
90,goal,50,300,,50,300.0
90,upper-wall,475,25,,10,150.0
90,lower-wall,795,345,,10,150.0
90,A,394,75,30,,
90,B,625,447,30,,
90,paddle,687,237,,0,0
91,goal,50,300,,50,300.0
91,upper-wall,475,25,,10,150.0
91,lower-wall,795,345,,10,150.0
91,A,394,75,30,,
91,B,625,445,30,,
91,paddle,687,237,,0,0
92,goal,50,300,,50,300.0
92,upper-wall,475,25,,10,150.0
92,lower-wall,795,345,,10,150.0
92,A,393,75,30,,
92,B,625,444,30,,
92,paddle,687,237,,0,0
93,goal,50,300,,50,300.0
93,upper-wall,475,25,,10,150.0
93,lower-wall,795,345,,10,150.0
93,A,392,75,30,,
93,B,625,442,30,,
93,paddle,687,237,,0,0
94,goal,50,300,,50,300.0
94,upper-wall,475,25,,10,150.0
94,lower-wall,795,345,,10,150.0
94,A,392,75,30,,
94,B,625,440,30,,
94,paddle,687,237,,0,0
95,goal,50,300,,50,300.0
95,upper-wall,475,25,,10,150.0
95,lower-wall,795,345,,10,150.0
95,A,391,75,30,,
95,B,625,438,30,,
95,paddle,687,237,,0,0
96,goal,50,300,,50,300.0
96,upper-wall,475,25,,10,150.0
96,lower-wall,795,345,,10,150.0
96,A,390,75,30,,
96,B,625,437,30,,
96,paddle,687,237,,0,0
97,goal,50,300,,50,300.0
97,upper-wall,475,25,,10,150.0
97,lower-wall,795,345,,10,150.0
97,A,390,75,30,,
97,B,625,435,30,,
97,paddle,687,237,,0,0
98,goal,50,300,,50,300.0
98,upper-wall,475,25,,10,150.0
98,lower-wall,795,345,,10,150.0
98,A,389,75,30,,
98,B,625,433,30,,
98,paddle,687,237,,0,0
99,goal,50,300,,50,300.0
99,upper-wall,475,25,,10,150.0
99,lower-wall,795,345,,10,150.0
99,A,389,75,30,,
99,B,625,432,30,,
99,paddle,687,237,,0,0
100,goal,50,300,,50,300.0
100,upper-wall,475,25,,10,150.0
100,lower-wall,795,345,,10,150.0
100,A,388,75,30,,
100,B,625,430,30,,
100,paddle,687,237,,0,0
101,goal,50,300,,50,300.0
101,upper-wall,475,25,,10,150.0
101,lower-wall,795,345,,10,150.0
101,A,387,75,30,,
101,B,625,428,30,,
101,paddle,687,237,,0,0
102,goal,50,300,,50,300.0
102,upper-wall,475,25,,10,150.0
102,lower-wall,795,345,,10,150.0
102,A,387,75,30,,
102,B,625,427,30,,
102,paddle,687,237,,0,0
103,goal,50,300,,50,300.0
103,upper-wall,475,25,,10,150.0
103,lower-wall,795,345,,10,150.0
103,A,386,75,30,,
103,B,625,425,30,,
103,paddle,687,237,,0,0
104,goal,50,300,,50,300.0
104,upper-wall,475,25,,10,150.0
104,lower-wall,795,345,,10,150.0
104,A,386,75,30,,
104,B,625,423,30,,
104,paddle,687,237,,0,0
105,goal,50,300,,50,300.0
105,upper-wall,475,25,,10,150.0
105,lower-wall,795,345,,10,150.0
105,A,385,75,30,,
105,B,625,421,30,,
105,paddle,687,237,,0,0
106,goal,50,300,,50,300.0
106,upper-wall,475,25,,10,150.0
106,lower-wall,795,345,,10,150.0
106,A,384,75,30,,
106,B,625,420,30,,
106,paddle,687,237,,0,0
107,goal,50,300,,50,300.0
107,upper-wall,475,25,,10,150.0
107,lower-wall,795,345,,10,150.0
107,A,384,75,30,,
107,B,625,418,30,,
107,paddle,687,237,,0,0
108,goal,50,300,,50,300.0
108,upper-wall,475,25,,10,150.0
108,lower-wall,795,345,,10,150.0
108,A,383,75,30,,
108,B,625,416,30,,
108,paddle,687,237,,0,0
109,goal,50,300,,50,300.0
109,upper-wall,475,25,,10,150.0
109,lower-wall,795,345,,10,150.0
109,A,382,75,30,,
109,B,625,415,30,,
109,paddle,687,237,,0,0
110,goal,50,300,,50,300.0
110,upper-wall,475,25,,10,150.0
110,lower-wall,795,345,,10,150.0
110,A,382,75,30,,
110,B,625,413,30,,
110,paddle,687,237,,0,0
111,goal,50,300,,50,300.0
111,upper-wall,475,25,,10,150.0
111,lower-wall,795,345,,10,150.0
111,A,381,75,30,,
111,B,625,411,30,,
111,paddle,687,237,,0,0
112,goal,50,300,,50,300.0
112,upper-wall,475,25,,10,150.0
112,lower-wall,795,345,,10,150.0
112,A,381,75,30,,
112,B,625,410,30,,
112,paddle,687,237,,0,0
113,goal,50,300,,50,300.0
113,upper-wall,475,25,,10,150.0
113,lower-wall,795,345,,10,150.0
113,A,380,75,30,,
113,B,625,408,30,,
113,paddle,687,237,,0,0
114,goal,50,300,,50,300.0
114,upper-wall,475,25,,10,150.0
114,lower-wall,795,345,,10,150.0
114,A,379,75,30,,
114,B,625,406,30,,
114,paddle,687,237,,0,0
115,goal,50,300,,50,300.0
115,upper-wall,475,25,,10,150.0
115,lower-wall,795,345,,10,150.0
115,A,379,75,30,,
115,B,625,404,30,,
115,paddle,687,237,,0,0
116,goal,50,300,,50,300.0
116,upper-wall,475,25,,10,150.0
116,lower-wall,795,345,,10,150.0
116,A,378,75,30,,
116,B,625,403,30,,
116,paddle,687,237,,0,0
117,goal,50,300,,50,300.0
117,upper-wall,475,25,,10,150.0
117,lower-wall,795,345,,10,150.0
117,A,377,75,30,,
117,B,625,401,30,,
117,paddle,687,237,,0,0
118,goal,50,300,,50,300.0
118,upper-wall,475,25,,10,150.0
118,lower-wall,795,345,,10,150.0
118,A,377,75,30,,
118,B,625,399,30,,
118,paddle,687,237,,0,0
119,goal,50,300,,50,300.0
119,upper-wall,475,25,,10,150.0
119,lower-wall,795,345,,10,150.0
119,A,376,75,30,,
119,B,625,398,30,,
119,paddle,687,237,,0,0
120,goal,50,300,,50,300.0
120,upper-wall,475,25,,10,150.0
120,lower-wall,795,345,,10,150.0
120,A,376,75,30,,
120,B,625,396,30,,
120,paddle,687,237,,0,0
121,goal,50,300,,50,300.0
121,upper-wall,475,25,,10,150.0
121,lower-wall,795,345,,10,150.0
121,A,375,75,30,,
121,B,625,394,30,,
121,paddle,687,237,,0,0
122,goal,50,300,,50,300.0
122,upper-wall,475,25,,10,150.0
122,lower-wall,795,345,,10,150.0
122,A,374,75,30,,
122,B,625,393,30,,
122,paddle,687,237,,0,0
123,goal,50,300,,50,300.0
123,upper-wall,475,25,,10,150.0
123,lower-wall,795,345,,10,150.0
123,A,374,75,30,,
123,B,625,391,30,,
123,paddle,687,237,,0,0
124,goal,50,300,,50,300.0
