time, object, center-x, center-y, radius, half-width, half-height
124,upper-wall,475,25,,10,150.0
124,lower-wall,795,345,,10,150.0
124,A,373,75,30,,
124,B,625,389,30,,
124,paddle,687,237,,0,0
125,goal,50,300,,50,300.0
125,upper-wall,475,25,,10,150.0
125,lower-wall,795,345,,10,150.0
125,A,372,75,30,,
125,B,625,387,30,,
125,paddle,687,237,,0,0
126,goal,50,300,,50,300.0
126,upper-wall,475,25,,10,150.0
126,lower-wall,795,345,,10,150.0
126,A,372,75,30,,
126,B,625,386,30,,
126,paddle,687,237,,0,0
127,goal,50,300,,50,300.0
127,upper-wall,475,25,,10,150.0
127,lower-wall,795,345,,10,150.0
127,A,371,75,30,,
127,B,625,384,30,,
127,paddle,687,237,,0,0
128,goal,50,300,,50,300.0
128,upper-wall,475,25,,10,150.0
128,lower-wall,795,345,,10,150.0
128,A,371,75,30,,
128,B,625,382,30,,
128,paddle,687,237,,0,0
129,goal,50,300,,50,300.0
129,upper-wall,475,25,,10,150.0
129,lower-wall,795,345,,10,150.0
129,A,370,75,30,,
129,B,625,381,30,,
129,paddle,687,237,,0,0
130,goal,50,300,,50,300.0
130,upper-wall,475,25,,10,150.0
130,lower-wall,795,345,,10,150.0
130,A,369,75,30,,
130,B,625,379,30,,
130,paddle,687,237,,0,0
131,goal,50,300,,50,300.0
131,upper-wall,475,25,,10,150.0
131,lower-wall,795,345,,10,150.0
131,A,369,75,30,,
131,B,625,377,30,,
131,paddle,687,237,,0,0
132,goal,50,300,,50,300.0
132,upper-wall,475,25,,10,150.0
132,lower-wall,795,345,,10,150.0
132,A,368,75,30,,
132,B,625,376,30,,
132,paddle,687,237,,0,0
133,goal,50,300,,50,300.0
133,upper-wall,475,25,,10,150.0
133,lower-wall,795,345,,10,150.0
133,A,368,75,30,,
133,B,625,374,30,,
133,paddle,687,237,,0,0
134,goal,50,300,,50,300.0
134,upper-wall,475,25,,10,150.0
134,lower-wall,795,345,,10,150.0
134,A,367,75,30,,
134,B,625,372,30,,
134,paddle,687,237,,0,0
135,goal,50,300,,50,300.0
135,upper-wall,475,25,,10,150.0
135,lower-wall,795,345,,10,150.0
135,A,366,75,30,,
135,B,625,370,30,,
135,paddle,687,237,,0,0
136,goal,50,300,,50,300.0
136,upper-wall,475,25,,10,150.0
136,lower-wall,795,345,,10,150.0
136,A,366,75,30,,
136,B,625,369,30,,
136,paddle,687,237,,0,0
137,goal,50,300,,50,300.0
137,upper-wall,475,25,,10,150.0
137,lower-wall,795,345,,10,150.0
137,A,365,75,30,,
137,B,625,367,30,,
137,paddle,687,237,,0,0
138,goal,50,300,,50,300.0
138,upper-wall,475,25,,10,150.0
138,lower-wall,795,345,,10,150.0
138,A,364,75,30,,
138,B,625,365,30,,
138,paddle,687,237,,0,0
139,goal,50,300,,50,300.0
139,upper-wall,475,25,,10,150.0
139,lower-wall,795,345,,10,150.0
139,A,364,75,30,,
139,B,625,364,30,,
139,paddle,687,237,,0,0
140,goal,50,300,,50,300.0
140,upper-wall,475,25,,10,150.0
140,lower-wall,795,345,,10,150.0
140,A,363,75,30,,
140,B,625,362,30,,
140,paddle,687,237,,0,0
141,goal,50,300,,50,300.0
141,upper-wall,475,25,,10,150.0
141,lower-wall,795,345,,10,150.0
141,A,363,75,30,,
141,B,625,360,30,,
141,paddle,687,237,,0,0
142,goal,50,300,,50,300.0
142,upper-wall,475,25,,10,150.0
142,lower-wall,795,345,,10,150.0
142,A,362,75,30,,
142,B,625,359,30,,
142,paddle,687,237,,0,0
143,goal,50,300,,50,300.0
143,upper-wall,475,25,,10,150.0
143,lower-wall,795,345,,10,150.0
143,A,361,75,30,,
143,B,625,357,30,,
143,paddle,687,237,,0,0
144,goal,50,300,,50,300.0
144,upper-wall,475,25,,10,150.0
144,lower-wall,795,345,,10,150.0
144,A,361,75,30,,
144,B,625,355,30,,
144,paddle,687,237,,0,0
145,goal,50,300,,50,300.0
145,upper-wall,475,25,,10,150.0
145,lower-wall,795,345,,10,150.0
145,A,360,75,30,,
145,B,625,353,30,,
145,paddle,687,237,,0,0
146,goal,50,300,,50,300.0
146,upper-wall,475,25,,10,150.0
146,lower-wall,795,345,,10,150.0
146,A,359,75,30,,
146,B,625,352,30,,
146,paddle,687,237,,0,0
147,goal,50,300,,50,300.0
147,upper-wall,475,25,,10,150.0
147,lower-wall,795,345,,10,150.0
147,A,359,75,30,,
147,B,625,350,30,,
147,paddle,687,237,,0,0
148,goal,50,300,,50,300.0
148,upper-wall,475,25,,10,150.0
148,lower-wall,795,345,,10,150.0
148,A,358,75,30,,
148,B,625,348,30,,
148,paddle,687,237,,0,0
149,goal,50,300,,50,300.0
149,upper-wall,475,25,,10,150.0
149,lower-wall,795,345,,10,150.0
149,A,358,75,30,,
149,B,625,347,30,,
149,paddle,687,237,,0,0
150,goal,50,300,,50,300.0
150,upper-wall,475,25,,10,150.0
150,lower-wall,795,345,,10,150.0
150,A,357,75,30,,
150,B,625,345,30,,
150,paddle,687,237,,0,0
151,goal,50,300,,50,300.0
151,upper-wall,475,25,,10,150.0
151,lower-wall,795,345,,10,150.0
151,A,356,75,30,,
151,B,625,343,30,,
151,paddle,687,237,,0,0
152,goal,50,300,,50,300.0
152,upper-wall,475,25,,10,150.0
152,lower-wall,795,345,,10,150.0
152,A,356,75,30,,
152,B,625,342,30,,
152,paddle,687,237,,0,0
153,goal,50,300,,50,300.0
153,upper-wall,475,25,,10,150.0
153,lower-wall,795,345,,10,150.0
153,A,355,75,30,,
153,B,625,340,30,,
153,paddle,687,237,,0,0
154,goal,50,300,,50,300.0
154,upper-wall,475,25,,10,150.0
154,lower-wall,795,345,,10,150.0
154,A,355,75,30,,
154,B,625,338,30,,
154,paddle,687,237,,0,0
155,goal,50,300,,50,300.0
155,upper-wall,475,25,,10,150.0
155,lower-wall,795,345,,10,150.0
155,A,354,75,30,,
155,B,625,336,30,,
155,paddle,687,237,,0,0
156,goal,50,300,,50,300.0
156,upper-wall,475,25,,10,150.0
156,lower-wall,795,345,,10,150.0
156,A,353,75,30,,
156,B,625,335,30,,
156,paddle,687,237,,0,0
157,goal,50,300,,50,300.0
157,upper-wall,475,25,,10,150.0
157,lower-wall,795,345,,10,150.0
157,A,353,75,30,,
157,B,625,333,30,,
157,paddle,687,237,,0,0
158,goal,50,300,,50,300.0
158,upper-wall,475,25,,10,150.0
158,lower-wall,795,345,,10,150.0
158,A,352,75,30,,
158,B,625,331,30,,
158,paddle,687,237,,0,0
159,goal,50,300,,50,300.0
159,upper-wall,475,25,,10,150.0
159,lower-wall,795,345,,10,150.0
159,A,351,75,30,,
159,B,625,330,30,,
159,paddle,687,237,,0,0
160,goal,50,300,,50,300.0
160,upper-wall,475,25,,10,150.0
160,lower-wall,795,345,,10,150.0
160,A,351,75,30,,
160,B,625,328,30,,
160,paddle,687,237,,0,0
161,goal,50,300,,50,300.0
161,upper-wall,475,25,,10,150.0
161,lower-wall,795,345,,10,150.0
161,A,350,75,30,,
161,B,625,326,30,,
161,paddle,687,237,,0,0
162,goal,50,300,,50,300.0
162,upper-wall,475,25,,10,150.0
162,lower-wall,795,345,,10,150.0
162,A,350,75,30,,
162,B,625,325,30,,
162,paddle,687,237,,0,0
163,goal,50,300,,50,300.0
163,upper-wall,475,25,,10,150.0
163,lower-wall,795,345,,10,150.0
163,A,349,75,30,,
163,B,625,323,30,,
163,paddle,687,237,,0,0
164,goal,50,300,,50,300.0
164,upper-wall,475,25,,10,150.0
164,lower-wall,795,345,,10,150.0
164,A,348,75,30,,
164,B,625,321,30,,
164,paddle,687,237,,0,0
165,goal,50,300,,50,300.0
165,upper-wall,475,25,,10,150.0
165,lower-wall,795,345,,10,150.0
165,A,348,75,30,,
165,B,625,319,30,,
165,paddle,687,237,,0,0
166,goal,50,300,,50,300.0
166,upper-wall,475,25,,10,150.0
166,lower-wall,795,345,,10,150.0
166,A,347,75,30,,
166,B,625,318,30,,
166,paddle,687,237,,0,0
167,goal,50,300,,50,300.0
167,upper-wall,475,25,,10,150.0
167,lower-wall,795,345,,10,150.0
167,A,346,75,30,,
167,B,625,316,30,,
167,paddle,687,237,,0,0
168,goal,50,300,,50,300.0
168,upper-wall,475,25,,10,150.0
168,lower-wall,795,345,,10,150.0
168,A,346,75,30,,
168,B,625,314,30,,
168,paddle,687,237,,0,0
169,goal,50,300,,50,300.0
169,upper-wall,475,25,,10,150.0
169,lower-wall,795,345,,10,150.0
169,A,345,75,30,,
169,B,625,313,30,,
169,paddle,687,237,,0,0
170,goal,50,300,,50,300.0
170,upper-wall,475,25,,10,150.0
170,lower-wall,795,345,,10,150.0
170,A,345,75,30,,
170,B,625,311,30,,
170,paddle,687,237,,0,0
171,goal,50,300,,50,300.0
171,upper-wall,475,25,,10,150.0
171,lower-wall,795,345,,10,150.0
171,A,344,75,30,,
171,B,625,309,30,,
171,paddle,687,237,,0,0
172,goal,50,300,,50,300.0
172,upper-wall,475,25,,10,150.0
172,lower-wall,795,345,,10,150.0
172,A,343,75,30,,
172,B,625,308,30,,
172,paddle,687,237,,0,0
173,goal,50,300,,50,300.0
173,upper-wall,475,25,,10,150.0
173,lower-wall,795,345,,10,150.0
173,A,343,75,30,,
173,B,625,306,30,,
173,paddle,687,237,,0,0
174,goal,50,300,,50,300.0
174,upper-wall,475,25,,10,150.0
174,lower-wall,795,345,,10,150.0
174,A,342,75,30,,
174,B,625,304,30,,
174,paddle,687,237,,0,0
175,goal,50,300,,50,300.0
175,upper-wall,475,25,,10,150.0
175,lower-wall,795,345,,10,150.0
175,A,341,75,30,,
175,B,625,302,30,,
175,paddle,687,237,,0,0
176,goal,50,300,,50,300.0
176,upper-wall,475,25,,10,150.0
176,lower-wall,795,345,,10,150.0
176,A,341,75,30,,
176,B,625,301,30,,
176,paddle,687,237,,0,0
177,goal,50,300,,50,300.0
177,upper-wall,475,25,,10,150.0
177,lower-wall,795,345,,10,150.0
177,A,340,75,30,,
177,B,625,299,30,,
177,paddle,687,237,,0,0
178,goal,50,300,,50,300.0
178,upper-wall,475,25,,10,150.0
178,lower-wall,795,345,,10,150.0
178,A,340,75,30,,
178,B,625,297,30,,
178,paddle,687,237,,0,0
179,goal,50,300,,50,300.0
179,upper-wall,475,25,,10,150.0
179,lower-wall,795,345,,10,150.0
179,A,339,75,30,,
179,B,625,296,30,,
179,paddle,687,237,,0,0
180,goal,50,300,,50,300.0
180,upper-wall,475,25,,10,150.0
180,lower-wall,795,345,,10,150.0
180,A,338,75,30,,
180,B,625,294,30,,
180,paddle,687,237,,0,0
181,goal,50,300,,50,300.0
181,upper-wall,475,25,,10,150.0
181,lower-wall,795,345,,10,150.0
181,A,338,75,30,,
181,B,625,292,30,,
181,paddle,687,237,,0,0
182,goal,50,300,,50,300.0
182,upper-wall,475,25,,10,150.0
182,lower-wall,795,345,,10,150.0
182,A,337,75,30,,
182,B,625,291,30,,
182,paddle,687,237,,0,0
183,goal,50,300,,50,300.0
183,upper-wall,475,25,,10,150.0
183,lower-wall,795,345,,10,150.0
183,A,337,75,30,,
183,B,625,289,30,,
183,paddle,687,237,,0,0
184,goal,50,300,,50,300.0
184,upper-wall,475,25,,10,150.0
184,lower-wall,795,345,,10,150.0
184,A,336,75,30,,
184,B,625,287,30,,
184,paddle,687,237,,0,0
185,goal,50,300,,50,300.0
185,upper-wall,475,25,,10,150.0
185,lower-wall,795,345,,10,150.0
185,A,335,75,30,,
185,B,625,285,30,,
185,paddle,687,237,,0,0
186,goal,50,300,,50,300.0
186,upper-wall,475,25,,10,150.0
186,lower-wall,795,345,,10,150.0
186,A,335,75,30,,
186,B,625,284,30,,
186,paddle,687,237,,0,0
187,goal,50,300,,50,300.0
187,upper-wall,475,25,,10,150.0
187,lower-wall,795,345,,10,150.0
187,A,334,75,30,,
187,B,625,282,30,,
187,paddle,687,237,,0,0
188,goal,50,300,,50,300.0
188,upper-wall,475,25,,10,150.0
188,lower-wall,795,345,,10,150.0
188,A,333,75,30,,
188,B,625,280,30,,
188,paddle,687,237,,0,0
189,goal,50,300,,50,300.0
189,upper-wall,475,25,,10,150.0
189,lower-wall,795,345,,10,150.0
189,A,333,75,30,,
189,B,625,279,30,,
189,paddle,687,237,,0,0
190,goal,50,300,,50,300.0
190,upper-wall,475,25,,10,150.0
190,lower-wall,795,345,,10,150.0
190,A,332,75,30,,
190,B,625,277,30,,
190,paddle,687,237,,0,0
191,goal,50,300,,50,300.0
191,upper-wall,475,25,,10,150.0
191,lower-wall,795,345,,10,150.0
191,A,332,75,30,,
191,B,625,275,30,,
191,paddle,687,237,,0,0
192,goal,50,300,,50,300.0
192,upper-wall,475,25,,10,150.0
192,lower-wall,795,345,,10,150.0
192,A,331,75,30,,
192,B,625,274,30,,
192,paddle,687,237,,0,0
193,goal,50,300,,50,300.0
193,upper-wall,475,25,,10,150.0
193,lower-wall,795,345,,10,150.0
193,A,330,75,30,,
193,B,625,272,30,,
193,paddle,687,237,,0,0
194,goal,50,300,,50,300.0
194,upper-wall,475,25,,10,150.0
194,lower-wall,795,345,,10,150.0
194,A,330,75,30,,
194,B,625,270,30,,
194,paddle,687,237,,0,0
195,goal,50,300,,50,300.0
195,upper-wall,475,25,,10,150.0
195,lower-wall,795,345,,10,150.0
195,A,329,75,30,,
195,B,625,268,30,,
195,paddle,687,237,,0,0
196,goal,50,300,,50,300.0
196,upper-wall,475,25,,10,150.0
196,lower-wall,795,345,,10,150.0
196,A,328,75,30,,
196,B,625,267,30,,
196,paddle,687,237,,0,0
197,goal,50,300,,50,300.0
197,upper-wall,475,25,,10,150.0
197,lower-wall,795,345,,10,150.0
197,A,328,75,30,,
197,B,625,265,30,,
197,paddle,687,237,,0,0
198,goal,50,300,,50,300.0
198,upper-wall,475,25,,10,150.0
198,lower-wall,795,345,,10,150.0
198,A,327,75,30,,
198,B,625,263,30,,
198,paddle,687,237,,0,0
199,goal,50,300,,50,300.0
199,upper-wall,475,25,,10,150.0
199,lower-wall,795,345,,10,150.0
199,A,327,75,30,,
199,B,625,262,30,,
199,paddle,687,237,,0,0
200,goal,50,300,,50,300.0
200,upper-wall,475,25,,10,150.0
200,lower-wall,795,345,,10,150.0
200,A,326,75,30,,
200,B,625,260,30,,
200,paddle,687,237,,0,0
201,goal,50,300,,50,300.0
201,upper-wall,475,25,,10,150.0
201,lower-wall,795,345,,10,150.0
201,A,325,75,30,,
201,B,625,258,30,,
201,paddle,687,237,,0,0
202,goal,50,300,,50,300.0
202,upper-wall,475,25,,10,150.0
202,lower-wall,795,345,,10,150.0
202,A,325,75,30,,
202,B,625,257,30,,
202,paddle,687,237,,0,0
203,goal,50,300,,50,300.0
203,upper-wall,475,25,,10,150.0
203,lower-wall,795,345,,10,150.0
203,A,324,75,30,,
203,B,625,255,30,,
203,paddle,687,237,,0,0
204,goal,50,300,,50,300.0
204,upper-wall,475,25,,10,150.0
204,lower-wall,795,345,,10,150.0
204,A,324,75,30,,
204,B,625,253,30,,
204,paddle,687,237,,0,0
205,goal,50,300,,50,300.0
205,upper-wall,475,25,,10,150.0
205,lower-wall,795,345,,10,150.0
205,A,323,75,30,,
205,B,625,251,30,,
205,paddle,687,237,,0,0
206,goal,50,300,,50,300.0
206,upper-wall,475,25,,10,150.0
206,lower-wall,795,345,,10,150.0
206,A,322,75,30,,
206,B,625,250,30,,
206,paddle,687,237,,0,0
207,goal,50,300,,50,300.0
207,upper-wall,475,25,,10,150.0
207,lower-wall,795,345,,10,150.0
207,A,322,75,30,,
207,B,625,248,30,,
207,paddle,687,237,,0,0
208,goal,50,300,,50,300.0
208,upper-wall,475,25,,10,150.0
208,lower-wall,795,345,,10,150.0
208,A,321,75,30,,
208,B,625,246,30,,
208,paddle,687,237,,0,0
209,goal,50,300,,50,300.0
209,upper-wall,475,25,,10,150.0
209,lower-wall,795,345,,10,150.0
209,A,320,75,30,,
209,B,625,245,30,,
209,paddle,687,237,,0,0
210,goal,50,300,,50,300.0
210,upper-wall,475,25,,10,150.0
210,lower-wall,795,345,,10,150.0
210,A,320,75,30,,
210,B,625,243,30,,
210,paddle,687,237,,0,0
211,goal,50,300,,50,300.0
211,upper-wall,475,25,,10,150.0
211,lower-wall,795,345,,10,150.0
211,A,319,75,30,,
211,B,625,241,30,,
211,paddle,687,237,,0,0
212,goal,50,300,,50,300.0
212,upper-wall,475,25,,10,150.0
212,lower-wall,795,345,,10,150.0
212,A,319,75,30,,
212,B,625,240,30,,
212,paddle,687,237,,0,0
213,goal,50,300,,50,300.0
213,upper-wall,475,25,,10,150.0
213,lower-wall,795,345,,10,150.0
213,A,318,75,30,,
213,B,625,238,30,,
213,paddle,687,237,,0,0
214,goal,50,300,,50,300.0
214,upper-wall,475,25,,10,150.0
214,lower-wall,795,345,,10,150.0
214,A,317,75,30,,
214,B,625,236,30,,
214,paddle,687,237,,0,0
215,goal,50,300,,50,300.0
215,upper-wall,475,25,,10,150.0
215,lower-wall,795,345,,10,150.0
215,A,317,75,30,,
215,B,625,234,30,,
215,paddle,687,237,,0,0
216,goal,50,300,,50,300.0
216,upper-wall,475,25,,10,150.0
216,lower-wall,795,345,,10,150.0
216,A,316,75,30,,
216,B,625,233,30,,
216,paddle,687,237,,0,0
217,goal,50,300,,50,300.0
217,upper-wall,475,25,,10,150.0
217,lower-wall,795,345,,10,150.0
217,A,315,75,30,,
217,B,625,231,30,,
217,paddle,687,237,,0,0
218,goal,50,300,,50,300.0
218,upper-wall,475,25,,10,150.0
218,lower-wall,795,345,,10,150.0
218,A,315,75,30,,
218,B,625,229,30,,
218,paddle,687,237,,0,0
219,goal,50,300,,50,300.0
219,upper-wall,475,25,,10,150.0
219,lower-wall,795,345,,10,150.0
219,A,314,75,30,,
219,B,625,228,30,,
219,paddle,687,237,,0,0
220,goal,50,300,,50,300.0
220,upper-wall,475,25,,10,150.0
220,lower-wall,795,345,,10,150.0
220,A,314,75,30,,
220,B,625,226,30,,
220,paddle,687,237,,0,0
221,goal,50,300,,50,300.0
221,upper-wall,475,25,,10,150.0
221,lower-wall,795,345,,10,150.0
221,A,313,75,30,,
221,B,625,224,30,,
221,paddle,687,237,,0,0
222,goal,50,300,,50,300.0
222,upper-wall,475,25,,10,150.0
222,lower-wall,795,345,,10,150.0
222,A,312,75,30,,
222,B,625,223,30,,
222,paddle,687,237,,0,0
223,goal,50,300,,50,300.0
223,upper-wall,475,25,,10,150.0
223,lower-wall,795,345,,10,150.0
223,A,312,75,30,,
223,B,625,221,30,,
223,paddle,687,237,,0,0
224,goal,50,300,,50,300.0
224,upper-wall,475,25,,10,150.0
224,lower-wall,795,345,,10,150.0
224,A,311,75,30,,
224,B,625,219,30,,
224,paddle,687,237,,0,0
225,goal,50,300,,50,300.0
225,upper-wall,475,25,,10,150.0
225,lower-wall,795,345,,10,150.0
225,A,310,75,30,,
225,B,625,217,30,,
225,paddle,687,237,,0,0
226,goal,50,300,,50,300.0
226,upper-wall,475,25,,10,150.0
226,lower-wall,795,345,,10,150.0
226,A,310,75,30,,
226,B,625,216,30,,
226,paddle,687,237,,0,0
227,goal,50,300,,50,300.0
227,upper-wall,475,25,,10,150.0
227,lower-wall,795,345,,10,150.0
227,A,309,75,30,,
227,B,625,214,30,,
227,paddle,687,237,,0,0
228,goal,50,300,,50,300.0
228,upper-wall,475,25,,10,150.0
228,lower-wall,795,345,,10,150.0
228,A,309,75,30,,
228,B,625,212,30,,
228,paddle,687,237,,0,0
229,goal,50,300,,50,300.0
229,upper-wall,475,25,,10,150.0
229,lower-wall,795,345,,10,150.0
229,A,308,75,30,,
229,B,625,211,30,,
229,paddle,687,237,,0,0
230,goal,50,300,,50,300.0
230,upper-wall,475,25,,10,150.0
230,lower-wall,795,345,,10,150.0
230,A,307,75,30,,
230,B,625,209,30,,
230,paddle,687,237,,0,0
231,goal,50,300,,50,300.0
231,upper-wall,475,25,,10,150.0
231,lower-wall,795,345,,10,150.0
231,A,307,75,30,,
231,B,625,207,30,,
231,paddle,687,237,,0,0
232,goal,50,300,,50,300.0
232,upper-wall,475,25,,10,150.0
232,lower-wall,795,345,,10,150.0
232,A,306,75,30,,
232,B,625,206,30,,
232,paddle,687,237,,0,0
233,goal,50,300,,50,300.0
233,upper-wall,475,25,,10,150.0
233,lower-wall,795,345,,10,150.0
233,A,306,75,30,,
233,B,625,204,30,,
233,paddle,687,237,,0,0
234,goal,50,300,,50,300.0
234,upper-wall,475,25,,10,150.0
234,lower-wall,795,345,,10,150.0
234,A,305,75,30,,
234,B,625,202,30,,
234,paddle,687,237,,0,0
235,goal,50,300,,50,300.0
235,upper-wall,475,25,,10,150.0
235,lower-wall,795,345,,10,150.0
235,A,304,75,30,,
235,B,625,200,30,,
235,paddle,687,237,,0,0
236,goal,50,300,,50,300.0
236,upper-wall,475,25,,10,150.0
236,lower-wall,795,345,,10,150.0
236,A,304,75,30,,
236,B,625,199,30,,
236,paddle,687,237,,0,0
237,goal,50,300,,50,300.0
237,upper-wall,475,25,,10,150.0
237,lower-wall,795,345,,10,150.0
237,A,303,75,30,,
237,B,625,197,30,,
237,paddle,687,237,,0,0
238,goal,50,300,,50,300.0
238,upper-wall,475,25,,10,150.0
238,lower-wall,795,345,,10,150.0
238,A,302,75,30,,
238,B,625,195,30,,
238,paddle,687,237,,0,0
239,goal,50,300,,50,300.0
239,upper-wall,475,25,,10,150.0
239,lower-wall,795,345,,10,150.0
239,A,302,75,30,,
239,B,625,194,30,,
239,paddle,687,237,,0,0
240,goal,50,300,,50,300.0
240,upper-wall,475,25,,10,150.0
240,lower-wall,795,345,,10,150.0
240,A,301,75,30,,
240,B,625,192,30,,
240,paddle,687,237,,0,0
241,goal,50,300,,50,300.0
241,upper-wall,475,25,,10,150.0
241,lower-wall,795,345,,10,150.0
241,A,301,75,30,,
241,B,625,190,30,,
241,paddle,687,237,,0,0
242,goal,50,300,,50,300.0
242,upper-wall,475,25,,10,150.0
242,lower-wall,795,345,,10,150.0
242,A,300,75,30,,
242,B,625,189,30,,
242,paddle,687,237,,0,0
243,goal,50,300,,50,300.0
243,upper-wall,475,25,,10,150.0
